Study,Run ID,Consent,Size (MB),Organism,Tissue
ERP106643,ERR2281866,public,260,Homo sapiens,brain
ERP106643,ERR2281867,public,403,Homo sapiens,brain
ERP106643,ERR2281868,public,325,Homo sapiens,brain
ERP106643,ERR2281869,public,384,Homo sapiens,brain
ERP106643,ERR2281870,public,512,Homo sapiens,brain
ERP106643,ERR2281871,public,533,Homo sapiens,brain
ERP106643,ERR2281872,public,291,Homo sapiens,brain
ERP106643,ERR2281873,public,373,Homo sapiens,brain
ERP106643,ERR2281874,public,367,Homo sapiens,brain
ERP106643,ERR2281875,public,396,Homo sapiens,brain
ERP106643,ERR2281876,public,292,Homo sapiens,brain
ERP106643,ERR2281877,public,492,Homo sapiens,brain
ERP106643,ERR2281878,public,542,Homo sapiens,brain
ERP106643,ERR2281879,public,499,Homo sapiens,brain
ERP106643,ERR2281880,public,236,Homo sapiens,brain
ERP106643,ERR2281881,public,674,Homo sapiens,brain
ERP106643,ERR2281882,public,643,Homo sapiens,brain
ERP106643,ERR2281883,public,527,Homo sapiens,brain
ERP106643,ERR2281884,public,502,Homo sapiens,brain
ERP106643,ERR2281885,public,540,Homo sapiens,brain
ERP106643,ERR2281886,public,416,Homo sapiens,brain
ERP106643,ERR2281887,public,138,Homo sapiens,brain
ERP106643,ERR2281888,public,404,Homo sapiens,brain
ERP106643,ERR2281889,public,292,Homo sapiens,brain
ERP106643,ERR2281890,public,633,Homo sapiens,brain
ERP106643,ERR2281891,public,60,Homo sapiens,brain
ERP106643,ERR2281892,public,353,Homo sapiens,brain
ERP106643,ERR2281893,public,981,Homo sapiens,brain
ERP106643,ERR2281894,public,2621,Homo sapiens,brain
ERP106643,ERR2281895,public,1577,Homo sapiens,brain
ERP106643,ERR2281896,public,2180,Homo sapiens,brain
ERP106643,ERR2281897,public,2067,Homo sapiens,brain
ERP108370,ERR2534072,public,812,Homo sapiens,brain
ERP108370,ERR2534073,public,699,Homo sapiens,brain
ERP108370,ERR2534074,public,665,Homo sapiens,brain
ERP108370,ERR2534075,public,598,Homo sapiens,brain
ERP108370,ERR2534076,public,777,Homo sapiens,brain
ERP108370,ERR2534077,public,695,Homo sapiens,brain
ERP108370,ERR2534078,public,931,Homo sapiens,brain
ERP108370,ERR2534079,public,685,Homo sapiens,brain
ERP108370,ERR2534080,public,807,Homo sapiens,brain
ERP108370,ERR2534081,public,877,Homo sapiens,brain
ERP108370,ERR2534082,public,1118,Homo sapiens,brain
ERP108370,ERR2534083,public,866,Homo sapiens,brain
ERP108370,ERR2534084,public,747,Homo sapiens,brain
ERP108370,ERR2534085,public,590,Homo sapiens,brain
ERP108370,ERR2534086,public,561,Homo sapiens,brain
ERP108370,ERR2534087,public,739,Homo sapiens,brain
ERP108370,ERR2534088,public,638,Homo sapiens,brain
ERP108370,ERR2534089,public,560,Homo sapiens,brain
ERP108370,ERR2534090,public,635,Homo sapiens,brain
ERP108370,ERR2534091,public,592,Homo sapiens,brain
ERP108370,ERR2534092,public,618,Homo sapiens,brain
ERP108370,ERR2534093,public,575,Homo sapiens,brain
ERP108370,ERR2534094,public,606,Homo sapiens,brain
ERP108370,ERR2534095,public,648,Homo sapiens,brain
ERP108370,ERR2534096,public,630,Homo sapiens,brain
ERP108370,ERR2534097,public,765,Homo sapiens,brain
ERP108370,ERR2534098,public,693,Homo sapiens,brain
ERP109811,ERR2694857,public,4892,Homo sapiens,lung
ERP109811,ERR2694858,public,4274,Homo sapiens,lung
ERP109811,ERR2694859,public,4009,Homo sapiens,lung
ERP109811,ERR2694860,public,4120,Homo sapiens,lung
ERP109811,ERR2694861,public,4084,Homo sapiens,lung
ERP109811,ERR2694862,public,3709,Homo sapiens,lung
ERP109811,ERR2694863,public,4561,Homo sapiens,lung
ERP109811,ERR2694864,public,3884,Homo sapiens,lung
ERP109811,ERR2694865,public,4136,Homo sapiens,lung
ERP109811,ERR2694866,public,4273,Homo sapiens,lung
ERP109811,ERR2694867,public,4093,Homo sapiens,lung
ERP109811,ERR2694868,public,4382,Homo sapiens,lung
ERP109811,ERR2694869,public,4642,Homo sapiens,lung
ERP109811,ERR2694870,public,4213,Homo sapiens,lung
ERP109811,ERR2694871,public,4498,Homo sapiens,lung
ERP109811,ERR2694872,public,4248,Homo sapiens,lung
ERP109811,ERR2694873,public,4781,Homo sapiens,lung
ERP109811,ERR2694874,public,4465,Homo sapiens,lung
ERP109811,ERR2694875,public,4216,Homo sapiens,lung
ERP109811,ERR2694876,public,4163,Homo sapiens,lung
ERP109811,ERR2694877,public,4930,Homo sapiens,lung
ERP109811,ERR2694878,public,4651,Homo sapiens,lung
ERP109811,ERR2694879,public,4056,Homo sapiens,lung
ERP109811,ERR2694880,public,3974,Homo sapiens,lung
ERP114364,ERR3230071,public,609,Homo sapiens,brain
ERP114364,ERR3230072,public,481,Homo sapiens,brain
ERP114364,ERR3230073,public,663,Homo sapiens,brain
ERP114364,ERR3230074,public,644,Homo sapiens,brain
ERP114365,ERR3230075,public,165,Homo sapiens,brain
ERP114365,ERR3230076,public,130,Homo sapiens,brain
ERP114365,ERR3230077,public,141,Homo sapiens,brain
ERP114365,ERR3230078,public,175,Homo sapiens,brain
ERP114365,ERR3230079,public,111,Homo sapiens,brain
ERP114365,ERR3230080,public,89,Homo sapiens,brain
ERP114365,ERR3230081,public,103,Homo sapiens,brain
ERP114365,ERR3230082,public,157,Homo sapiens,brain
ERP114365,ERR3230083,public,155,Homo sapiens,brain
ERP116771,ERR3474027,public,1740,Homo sapiens,brain
ERP116771,ERR3474028,public,2669,Homo sapiens,brain
ERP116771,ERR3474029,public,2111,Homo sapiens,brain
ERP116771,ERR3474030,public,1740,Homo sapiens,brain
ERP116771,ERR3474031,public,2154,Homo sapiens,brain
ERP116771,ERR3474032,public,1835,Homo sapiens,brain
ERP116771,ERR3474033,public,2032,Homo sapiens,brain
ERP116771,ERR3474034,public,1873,Homo sapiens,brain
ERP116771,ERR3474035,public,1883,Homo sapiens,brain
ERP116771,ERR3474036,public,2287,Homo sapiens,brain
ERP116771,ERR3474037,public,1977,Homo sapiens,brain
ERP116771,ERR3474038,public,2391,Homo sapiens,brain
ERP116771,ERR3474039,public,2087,Homo sapiens,brain
ERP116771,ERR3474040,public,1953,Homo sapiens,brain
ERP116771,ERR3474041,public,2034,Homo sapiens,brain
ERP116771,ERR3474042,public,2080,Homo sapiens,brain
ERP116771,ERR3474043,public,2270,Homo sapiens,brain
ERP116771,ERR3474044,public,2210,Homo sapiens,brain
ERP116771,ERR3474045,public,2530,Homo sapiens,brain
ERP116771,ERR3474046,public,2269,Homo sapiens,brain
ERP116771,ERR3474047,public,1684,Homo sapiens,brain
ERP116771,ERR3474048,public,2166,Homo sapiens,brain
ERP116771,ERR3474049,public,1855,Homo sapiens,brain
ERP116771,ERR3474050,public,1927,Homo sapiens,brain
ERP116771,ERR3474051,public,2007,Homo sapiens,brain
ERP116771,ERR3474052,public,2055,Homo sapiens,brain
ERP116771,ERR3474053,public,2713,Homo sapiens,brain
ERP116771,ERR3474054,public,1861,Homo sapiens,brain
ERP116771,ERR3474055,public,1889,Homo sapiens,brain
ERP116771,ERR3474056,public,2302,Homo sapiens,brain
ERP116974,ERR3492183,public,138,Homo sapiens,brain
ERP116974,ERR3492184,public,133,Homo sapiens,brain
ERP116974,ERR3492185,public,118,Homo sapiens,brain
ERP116974,ERR3492186,public,91,Homo sapiens,brain
ERP116974,ERR3492187,public,97,Homo sapiens,brain
ERP116974,ERR3492188,public,204,Homo sapiens,brain
ERP116974,ERR3492189,public,85,Homo sapiens,brain
ERP116974,ERR3492190,public,180,Homo sapiens,brain
ERP116974,ERR3492191,public,141,Homo sapiens,brain
ERP116974,ERR3492192,public,201,Homo sapiens,brain
ERP116974,ERR3492193,public,150,Homo sapiens,brain
ERP116974,ERR3492194,public,133,Homo sapiens,brain
ERP116974,ERR3492195,public,139,Homo sapiens,brain
ERP116974,ERR3492196,public,126,Homo sapiens,brain
ERP116974,ERR3492197,public,115,Homo sapiens,brain
ERP116974,ERR3492198,public,104,Homo sapiens,brain
ERP116974,ERR3492199,public,159,Homo sapiens,brain
ERP116974,ERR3492200,public,151,Homo sapiens,brain
ERP116974,ERR3492201,public,189,Homo sapiens,brain
ERP116974,ERR3492202,public,1,Homo sapiens,brain
ERP116974,ERR3492203,public,38,Homo sapiens,brain
ERP116974,ERR3492204,public,115,Homo sapiens,brain
ERP116974,ERR3492205,public,147,Homo sapiens,brain
ERP116974,ERR3492206,public,90,Homo sapiens,brain
ERP116974,ERR3492207,public,172,Homo sapiens,brain
ERP116974,ERR3492208,public,193,Homo sapiens,brain
ERP116974,ERR3492209,public,115,Homo sapiens,brain
ERP116974,ERR3492210,public,149,Homo sapiens,brain
ERP116974,ERR3492211,public,113,Homo sapiens,brain
ERP116974,ERR3492212,public,121,Homo sapiens,brain
ERP116974,ERR3492213,public,112,Homo sapiens,brain
ERP116974,ERR3492214,public,100,Homo sapiens,brain
ERP116974,ERR3492215,public,158,Homo sapiens,brain
ERP116974,ERR3492216,public,158,Homo sapiens,brain
ERP116974,ERR3492217,public,211,Homo sapiens,brain
ERP116974,ERR3492218,public,74,Homo sapiens,brain
ERP116974,ERR3492219,public,87,Homo sapiens,brain
ERP116974,ERR3492220,public,174,Homo sapiens,brain
ERP116974,ERR3492221,public,132,Homo sapiens,brain
ERP116974,ERR3492222,public,111,Homo sapiens,brain
ERP116974,ERR3492223,public,263,Homo sapiens,brain
ERP116974,ERR3492224,public,138,Homo sapiens,brain
ERP116974,ERR3492225,public,188,Homo sapiens,brain
ERP116974,ERR3492226,public,148,Homo sapiens,brain
ERP116974,ERR3492227,public,166,Homo sapiens,brain
ERP116974,ERR3492228,public,146,Homo sapiens,brain
ERP116974,ERR3492229,public,148,Homo sapiens,brain
ERP116974,ERR3492230,public,85,Homo sapiens,brain
ERP116974,ERR3492231,public,1,Homo sapiens,brain
ERP116974,ERR3492232,public,210,Homo sapiens,brain
ERP116974,ERR3492233,public,145,Homo sapiens,brain
ERP116974,ERR3492234,public,108,Homo sapiens,brain
ERP116974,ERR3492235,public,134,Homo sapiens,brain
ERP116974,ERR3492236,public,169,Homo sapiens,brain
ERP116974,ERR3492237,public,176,Homo sapiens,brain
ERP116974,ERR3492238,public,191,Homo sapiens,brain
ERP116974,ERR3492239,public,108,Homo sapiens,brain
ERP116974,ERR3492240,public,131,Homo sapiens,brain
ERP116974,ERR3492241,public,150,Homo sapiens,brain
ERP116974,ERR3492242,public,171,Homo sapiens,brain
ERP116974,ERR3492123,public,63,Homo sapiens,brain
ERP116974,ERR3492124,public,52,Homo sapiens,brain
ERP116974,ERR3492125,public,69,Homo sapiens,brain
ERP116974,ERR3492126,public,21,Homo sapiens,brain
ERP116974,ERR3492127,public,44,Homo sapiens,brain
ERP116974,ERR3492128,public,93,Homo sapiens,brain
ERP116974,ERR3492129,public,90,Homo sapiens,brain
ERP116974,ERR3492130,public,95,Homo sapiens,brain
ERP116974,ERR3492131,public,83,Homo sapiens,brain
ERP116974,ERR3492132,public,58,Homo sapiens,brain
ERP116974,ERR3492133,public,68,Homo sapiens,brain
ERP116974,ERR3492134,public,71,Homo sapiens,brain
ERP116974,ERR3492135,public,38,Homo sapiens,brain
ERP116974,ERR3492136,public,59,Homo sapiens,brain
ERP116974,ERR3492137,public,68,Homo sapiens,brain
ERP116974,ERR3492138,public,77,Homo sapiens,brain
ERP116974,ERR3492139,public,67,Homo sapiens,brain
ERP116974,ERR3492140,public,51,Homo sapiens,brain
ERP116974,ERR3492141,public,84,Homo sapiens,brain
ERP116974,ERR3492142,public,87,Homo sapiens,brain
ERP116974,ERR3492143,public,35,Homo sapiens,brain
ERP116974,ERR3492144,public,53,Homo sapiens,brain
ERP116974,ERR3492145,public,27,Homo sapiens,brain
ERP116974,ERR3492146,public,61,Homo sapiens,brain
ERP116974,ERR3492147,public,96,Homo sapiens,brain
ERP116974,ERR3492148,public,57,Homo sapiens,brain
ERP116974,ERR3492149,public,49,Homo sapiens,brain
ERP116974,ERR3492150,public,50,Homo sapiens,brain
ERP116974,ERR3492151,public,94,Homo sapiens,brain
ERP116974,ERR3492152,public,64,Homo sapiens,brain
ERP116974,ERR3492153,public,54,Homo sapiens,brain
ERP116974,ERR3492154,public,17,Homo sapiens,brain
ERP116974,ERR3492155,public,67,Homo sapiens,brain
ERP116974,ERR3492156,public,83,Homo sapiens,brain
ERP116974,ERR3492157,public,88,Homo sapiens,brain
ERP116974,ERR3492158,public,65,Homo sapiens,brain
ERP116974,ERR3492159,public,80,Homo sapiens,brain
ERP116974,ERR3492160,public,56,Homo sapiens,brain
ERP116974,ERR3492161,public,48,Homo sapiens,brain
ERP116974,ERR3492179,public,110,Homo sapiens,brain
ERP116974,ERR3492180,public,45,Homo sapiens,brain
ERP116974,ERR3492181,public,107,Homo sapiens,brain
ERP116974,ERR3492182,public,104,Homo sapiens,brain
ERP116974,ERR3492101,public,88,Homo sapiens,brain
ERP116974,ERR3492102,public,70,Homo sapiens,brain
ERP116974,ERR3492103,public,91,Homo sapiens,brain
ERP116974,ERR3492104,public,69,Homo sapiens,brain
ERP116974,ERR3492105,public,74,Homo sapiens,brain
ERP116974,ERR3492106,public,86,Homo sapiens,brain
ERP116974,ERR3492107,public,97,Homo sapiens,brain
ERP116974,ERR3492108,public,69,Homo sapiens,brain
ERP116974,ERR3492109,public,79,Homo sapiens,brain
ERP116974,ERR3492110,public,57,Homo sapiens,brain
ERP116974,ERR3492111,public,67,Homo sapiens,brain
ERP116974,ERR3492112,public,95,Homo sapiens,brain
ERP116974,ERR3492113,public,76,Homo sapiens,brain
ERP116974,ERR3492114,public,88,Homo sapiens,brain
ERP116974,ERR3492115,public,96,Homo sapiens,brain
ERP116974,ERR3492116,public,62,Homo sapiens,brain
ERP116974,ERR3492117,public,90,Homo sapiens,brain
ERP116974,ERR3492118,public,81,Homo sapiens,brain
ERP116974,ERR3492119,public,96,Homo sapiens,brain
ERP116974,ERR3492120,public,113,Homo sapiens,brain
ERP116974,ERR3492121,public,71,Homo sapiens,brain
ERP116974,ERR3492122,public,77,Homo sapiens,brain
SRP002318,SRR039974,public,197,Homo sapiens,brain
SRP002318,SRR039975,public,105,Homo sapiens,brain
SRP002318,SRR039976,public,111,Homo sapiens,brain
SRP002318,SRR039977,public,94,Homo sapiens,brain
SRP002318,SRR039978,public,338,Homo sapiens,brain
SRP002318,SRR039979,public,362,Homo sapiens,brain
SRP002318,SRR039980,public,357,Homo sapiens,brain
SRP002318,SRR039981,public,351,Homo sapiens,brain
SRP002318,SRR039982,public,319,Homo sapiens,brain
SRP002318,SRR039983,public,332,Homo sapiens,brain
SRP002318,SRR039984,public,321,Homo sapiens,brain
SRP002318,SRR040054,public,123,Homo sapiens,brain
SRP002318,SRR040055,public,137,Homo sapiens,brain
SRP002318,SRR040056,public,431,Homo sapiens,brain
SRP002318,SRR040057,public,440,Homo sapiens,brain
SRP002318,SRR040177,public,1416,Homo sapiens,brain
SRP002318,SRR040178,public,1187,Homo sapiens,brain
SRP002318,SRR040179,public,1179,Homo sapiens,brain
SRP002318,SRR040180,public,479,Homo sapiens,brain
SRP002318,SRR040181,public,494,Homo sapiens,brain
SRP002318,SRR040182,public,500,Homo sapiens,brain
SRP002318,SRR040183,public,485,Homo sapiens,brain
SRP002318,SRR040184,public,1594,Homo sapiens,brain
SRP002318,SRR040185,public,578,Homo sapiens,brain
SRP002318,SRR040186,public,383,Homo sapiens,brain
SRP002318,SRR040187,public,902,Homo sapiens,brain
SRP002318,SRR040188,public,793,Homo sapiens,brain
SRP002318,SRR040189,public,795,Homo sapiens,brain
SRP002318,SRR040190,public,794,Homo sapiens,brain
SRP002318,SRR040191,public,320,Homo sapiens,brain
SRP015370,SRR553572,public,506,Homo sapiens,testis
SRP015370,SRR553573,public,581,Homo sapiens,testis
SRP015370,SRR553574,public,402,Homo sapiens,testis
SRP015370,SRR553575,public,393,Homo sapiens,testis
SRP015370,SRR553576,public,493,Homo sapiens,testis
SRP017809,SRR646457,public,769,Homo sapiens,brain
SRP017809,SRR646458,public,846,Homo sapiens,brain
SRP017809,SRR646459,public,887,Homo sapiens,brain
SRP017809,SRR646460,public,642,Homo sapiens,brain
SRP017933,SRR648404,public,32,Homo sapiens,brain
SRP017933,SRR648405,public,17,Homo sapiens,brain
SRP017933,SRR648406,public,47,Homo sapiens,brain
SRP017933,SRR648407,public,20,Homo sapiens,brain
SRP017933,SRR648408,public,29,Homo sapiens,brain
SRP017933,SRR648409,public,33,Homo sapiens,brain
SRP017933,SRR648410,public,24,Homo sapiens,brain
SRP017933,SRR648411,public,21,Homo sapiens,brain
SRP017933,SRR648412,public,43,Homo sapiens,brain
SRP017933,SRR648413,public,64,Homo sapiens,brain
SRP017933,SRR648414,public,56,Homo sapiens,brain
SRP017933,SRR648415,public,22,Homo sapiens,brain
SRP017933,SRR648416,public,40,Homo sapiens,brain
SRP017933,SRR648417,public,22,Homo sapiens,brain
SRP017933,SRR648418,public,61,Homo sapiens,brain
SRP017933,SRR648419,public,87,Homo sapiens,brain
SRP017933,SRR648420,public,40,Homo sapiens,brain
SRP017933,SRR648421,public,36,Homo sapiens,brain
SRP017933,SRR648422,public,75,Homo sapiens,brain
SRP017933,SRR648423,public,32,Homo sapiens,brain
SRP017933,SRR648424,public,90,Homo sapiens,brain
SRP017933,SRR648425,public,52,Homo sapiens,brain
SRP017933,SRR648426,public,78,Homo sapiens,brain
SRP017933,SRR648427,public,67,Homo sapiens,brain
SRP017933,SRR648428,public,36,Homo sapiens,brain
SRP021130,SRR828708,public,60,Homo sapiens,brain
SRP021130,SRR828709,public,311,Homo sapiens,brain
SRP021130,SRR828710,public,187,Homo sapiens,brain
SRP021130,SRR828711,public,184,Homo sapiens,brain
SRP021130,SRR828712,public,165,Homo sapiens,brain
SRP021130,SRR828713,public,125,Homo sapiens,brain
SRP021130,SRR828714,public,184,Homo sapiens,brain
SRP021130,SRR828715,public,43,Homo sapiens,brain
SRP021130,SRR828716,public,141,Homo sapiens,brain
SRP021130,SRR828717,public,141,Homo sapiens,brain
SRP021130,SRR828718,public,134,Homo sapiens,brain
SRP021130,SRR828719,public,142,Homo sapiens,brain
SRP021130,SRR828720,public,120,Homo sapiens,brain
SRP021130,SRR828721,public,201,Homo sapiens,brain
SRP021130,SRR828722,public,161,Homo sapiens,brain
SRP021130,SRR828723,public,197,Homo sapiens,brain
SRP021130,SRR828724,public,208,Homo sapiens,brain
SRP021130,SRR828725,public,30,Homo sapiens,brain
SRP021130,SRR828726,public,62,Homo sapiens,brain
SRP021130,SRR828727,public,1,Homo sapiens,brain
SRP026562,SRR1103937,public,439,Homo sapiens,brain
SRP026562,SRR1103938,public,157,Homo sapiens,brain
SRP026562,SRR1103939,public,275,Homo sapiens,brain
SRP026562,SRR1103940,public,220,Homo sapiens,brain
SRP026562,SRR1103941,public,187,Homo sapiens,brain
SRP026562,SRR1103942,public,180,Homo sapiens,brain
SRP026562,SRR1103943,public,593,Homo sapiens,brain
SRP026562,SRR1103944,public,451,Homo sapiens,brain
SRP026562,SRR1103945,public,378,Homo sapiens,brain
SRP026562,SRR1103946,public,628,Homo sapiens,brain
SRP026562,SRR1103947,public,415,Homo sapiens,brain
SRP026562,SRR1103948,public,424,Homo sapiens,brain
SRP028738,SRR950876,public,156,Homo sapiens,liver
SRP028738,SRR950877,public,189,Homo sapiens,liver
SRP028738,SRR950878,public,280,Homo sapiens,liver
SRP028738,SRR950879,public,129,Homo sapiens,liver
SRP028738,SRR950880,public,194,Homo sapiens,liver
SRP028738,SRR950881,public,200,Homo sapiens,liver
SRP028738,SRR950882,public,176,Homo sapiens,liver
SRP028738,SRR950883,public,172,Homo sapiens,liver
SRP028738,SRR950884,public,125,Homo sapiens,liver
SRP028738,SRR950885,public,154,Homo sapiens,liver
SRP028738,SRR950886,public,129,Homo sapiens,liver
SRP028738,SRR950887,public,173,Homo sapiens,liver
SRP028738,SRR950888,public,43,Homo sapiens,liver
SRP028738,SRR950890,public,104,Homo sapiens,liver
SRP028738,SRR950889,public,53,Homo sapiens,liver
SRP028738,SRR950891,public,62,Homo sapiens,liver
SRP032540,SRR1024131,public,88,Homo sapiens,brain
SRP032540,SRR1024132,public,84,Homo sapiens,brain
SRP032540,SRR1024133,public,94,Homo sapiens,brain
SRP032540,SRR1024134,public,1020,Homo sapiens,brain
SRP032540,SRR1024135,public,234,Homo sapiens,brain
SRP032540,SRR1024136,public,1395,Homo sapiens,brain
SRP032540,SRR1024137,public,86,Homo sapiens,brain
SRP032540,SRR1024138,public,89,Homo sapiens,brain
SRP032540,SRR1024139,public,147,Homo sapiens,brain
SRP032540,SRR1024140,public,163,Homo sapiens,brain
SRP032540,SRR1024141,public,148,Homo sapiens,brain
SRP035646,SRR1143924,public,5963,Homo sapiens,brain
SRP035646,SRR1143730,public,6423,Homo sapiens,brain
SRP035646,SRR1143918,public,6409,Homo sapiens,brain
SRP035646,SRR1143667,public,6691,Homo sapiens,brain
SRP035646,SRR1143668,public,6875,Homo sapiens,brain
SRP035646,SRR1143726,public,6273,Homo sapiens,brain
SRP035646,SRR1143731,public,5812,Homo sapiens,brain
SRP035646,SRR1143732,public,5785,Homo sapiens,brain
